측정지역,법적구분,용도구분,지역구분,측정지점,측정년도,측정분기,평균 낮,평균 밤,낮 09시 자료,낮 12시 자료,낮 16시 자료,낮 20시 자료,밤 23시 자료,밤 01시 자료
중구대청공원내,가,녹지,도로,시민헌장앞,2011,3,61,50,60,65,61,60,54,46
중구대청공원내,가,녹지,일반,도서관앞,2011,3,57,50,58,50,65,56,54,47
중구대청공원내,가,녹지,일반,동상앞,2011,3,51,45,62,49,49,47,50,41
중구대청공원내,가,녹지,일반,충혼탑입구,2011,3,58,52,57,60,59,58,56,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2011,3,57,49,58,60,62,51,50,49
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2011,3,56,50,58,57,60,50,51,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2011,3,57,54,58,62,56,54,53,55
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2011,3,68,64,70,69,68,68,66,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2011,3,69,64,69,69,69,69,65,64
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2011,3,55,49,54,55,56,55,50,48
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2011,3,54,50,54,55,54,56,52,49
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2011,3,54,49,55,53,56,55,50,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2011,3,66,62,68,66,65,65,64,61
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2011,3,68,62,65,69,70,68,63,61
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2011,3,62,57,63,60,63,63,59,56
동래구사직2동,나,일반주거2,일반,사직주공안,2011,3,57,54,57,57,60,56,57,52
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2011,3,59,53,62,61,56,60,57,50
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2011,3,72,68,72,73,73,71,69,68
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2011,3,72,68,72,73,72,72,69,67
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2011,3,56,50,56,61,57,50,49,51
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2011,3,60,55,60,62,60,58,56,55
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2011,3,54,46,55,56,51,57,47,46
해운대구중1동,다,상업,도로,메리어트호텔 우,2011,3,67,67,70,68,66,67,69,66
해운대구중1동,다,상업,도로,메리어트호텔 좌,2011,3,64,65,66,65,64,64,66,65
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2011,3,54,53,53,55,55,53,54,52
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2011,3,61,57,61,62,60,61,58,57
해운대구중1동,다,상업,일반,파라다이스호텔입구,2011,3,55,53,58,55,55,55,54,53
영도구남항동,다,준공업,도로,남항새마을금고,2011,3,66,67,67,67,65,67,68,66
영도구남항동,다,준공업,도로,카이스트안경앞,2011,3,70,65,72,70,72,67,65,65
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2011,3,62,54,64,58,73,54,55,53
영도구남항동,다,준공업,일반,신한아파트앞,2011,3,60,41,67,64,63,48,44,38
영도구남항동,다,준공업,일반,하나전기앞,2011,3,60,40,65,65,67,45,41,40
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2011,4,62,56,64,62,63,59,58,55
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2011,4,67,60,72,67,66,63,61,59
중구대청공원내,가,녹지,도로,방범초소앞,2011,4,67,60,71,66,68,64,62,58
중구대청공원내,가,녹지,도로,시민헌장앞,2011,4,57,49,58,59,55,58,49,50
중구대청공원내,가,녹지,일반,도서관앞,2011,4,56,45,57,58,56,54,47,43
중구대청공원내,가,녹지,일반,동상앞,2011,4,46,39,46,45,50,43,40,38
중구대청공원내,가,녹지,일반,충혼탑입구,2011,4,56,49,56,59,57,55,50,49
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2011,4,56,48,55,56,62,52,48,48
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2011,4,56,49,58,55,55,57,49,50
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2011,4,61,52,68,63,59,56,53,51
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2011,4,66,62,64,66,68,67,62,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2011,4,67,58,70,67,67,65,61,55
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2011,4,57,45,57,57,59,56,45,46
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2011,4,50,42,49,49,52,51,43,42
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2011,4,56,57,55,54,56,59,58,57
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2011,4,67,60,67,66,66,71,62,59
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2011,4,66,62,67,65,67,68,64,61
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2011,4,58,55,58,58,58,59,55,55
동래구사직2동,나,일반주거2,일반,사직주공안,2011,4,52,52,52,57,50,52,50,54
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2011,4,58,51,58,62,58,56,49,54
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2011,4,70,66,74,70,69,68,67,65
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2011,4,71,71,72,72,70,71,70,72
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2011,4,56,53,54,54,62,57,54,53
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2011,4,57,53,58,57,58,56,52,54
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2011,4,55,52,54,61,52,55,53,51
해운대구중1동,다,상업,도로,메리어트호텔 우,2011,4,68,66,67,69,68,69,67,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2011,4,71,70,68,73,72,71,71,69
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2011,4,57,56,57,57,58,59,57,55
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2011,4,59,59,59,59,60,59,61,58
해운대구중1동,다,상업,일반,파라다이스호텔입구,2011,4,57,53,57,60,58,55,53,53
영도구남항동,다,준공업,도로,남항새마을금고,2011,4,69,66,70,69,70,70,67,65
영도구남항동,다,준공업,도로,카이스트안경앞,2011,4,70,65,73,70,70,69,64,66
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2011,4,63,49,66,63,68,58,49,50
영도구남항동,다,준공업,일반,신한아파트앞,2011,4,59,45,66,56,61,53,48,42
영도구남항동,다,준공업,일반,하나전기앞,2011,4,57,47,61,57,59,54,53,41
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2011,1,61,55,60,62,64,60,58,52
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2011,1,63,60,63,62,66,63,63,58
중구대청공원내,가,녹지,도로,방범초소앞,2011,1,65,57,66,66,65,66,59,55
중구대청공원내,가,녹지,도로,시민헌장앞,2011,1,61,52,60,59,66,61,57,47
중구대청공원내,가,녹지,일반,도서관앞,2011,1,57,51,49,61,59,60,58,45
중구대청공원내,가,녹지,일반,동상앞,2011,1,48,41,49,48,48,47,46,36
중구대청공원내,가,녹지,일반,충혼탑입구,2011,1,58,49,60,58,58,58,55,43
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2011,1,54,53,51,55,57,53,54,52
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2011,1,53,52,54,56,52,52,52,52
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2011,1,59,57,58,63,59,57,60,55
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2011,1,68,64,70,68,69,67,64,64
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2011,1,69,65,69,69,70,68,67,64
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2011,1,54,48,51,57,54,57,47,50
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2011,1,55,49,53,53,57,58,52,47
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2011,1,53,48,55,51,54,55,49,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2011,1,66,65,67,65,68,66,68,63
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2011,1,66,66,68,68,66,65,66,66
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2011,1,60,56,61,60,61,60,58,54
동래구사직2동,나,일반주거2,일반,사직주공안,2011,1,53,54,55,55,55,50,54,54
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2011,1,58,58,61,55,59,58,59,57
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2011,1,73,73,73,75,73,73,75,71
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2011,1,72,69,73,73,72,72,69,70
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2011,1,56,50,56,55,60,54,51,49
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2011,1,60,58,60,61,61,60,58,58
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2011,1,56,49,55,56,62,54,50,48
해운대구중1동,다,상업,도로,메리어트호텔 우,2011,1,68,66,68,69,67,68,67,66
해운대구중1동,다,상업,도로,메리어트호텔 좌,2011,1,66,67,67,67,65,67,67,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2011,1,53,49,55,51,55,53,50,49
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2011,1,59,58,58,60,60,60,59,57
해운대구중1동,다,상업,일반,파라다이스호텔입구,2011,1,57,55,56,56,57,60,55,55
영도구남항동,다,준공업,도로,남항새마을금고,2011,1,68,67,68,68,68,69,67,68
영도구남항동,다,준공업,도로,카이스트안경앞,2011,1,71,69,71,72,72,71,69,69
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2011,1,63,44,70.5,63,65,54,47,42
영도구남항동,다,준공업,일반,신한아파트앞,2011,1,60,50,62,61,64,55,51,49
영도구남항동,다,준공업,일반,하나전기앞,2011,1,58,42,66.7,58,62,47,42,42
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2011,2,62,55,65,62,61,61,56,55
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2011,2,65,60,65,65,66,66,61,59
중구대청공원내,가,녹지,도로,방범초소앞,2011,2,68,62,68,70,71,65,67,58
중구대청공원내,가,녹지,도로,시민헌장앞,2011,2,62,55,65,63,62,59,58,52
중구대청공원내,가,녹지,일반,도서관앞,2011,2,59,55,58,62,62,54,56,54
중구대청공원내,가,녹지,일반,동상앞,2011,2,54,49,55,56,55,51,50,48
중구대청공원내,가,녹지,일반,충혼탑입구,2011,2,59,53,61,60,60,57,56,50
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2011,2,54,47,52,56,56,54,47,47
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2011,2,55,49,56,53,57,55,50,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2011,2,55,49,54,56,56,56,51,48
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2011,2,67,64,67,69,67,67,65,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2011,2,68,64,69,68,68,68,66,63
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2011,2,54,47,53,53,55,55,47,48
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2011,2,54,49,56,54,54,52,49,49
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2011,2,54,51,53,56,54,54,53,49
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2011,2,66,63,66,66,67,65,67,59
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2011,2,67,65,67,68,67,67,68,63
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2011,2,59,56,62,60,56,60,61,51
동래구사직2동,나,일반주거2,일반,사직주공안,2011,2,52,53,54,51,50,56,53,53
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2011,2,58,56,59,58,57,58,55,57
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2011,2,72,67,73,72,70,74,70,64
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2011,2,72,69,73,73,71,73,72,67
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2011,2,52,50,55,50,54,51,51,50
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2011,2,60,59,62,59,60,59,59,59
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2011,2,56,52,59,54,57,57,52,52
해운대구중1동,다,상업,도로,메리어트호텔 우,2011,2,66,66,66,66,67,67,67,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2011,2,66,65,66,66,67,67,66,65
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2011,2,56,54,56,56,56,56,55,53
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2010,3,55,54,55,55,56,56,54,54
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2010,3,61,61,60,61,60,63,63,59
해운대구중1동,다,상업,일반,파라다이스호텔입구,2010,3,62,60,61,63,62,62,60,60
영도구남항동,다,준공업,도로,남항새마을금고,2010,3,69,65,69,69,70,69,66,65
영도구남항동,다,준공업,도로,카이스트안경앞,2010,3,70,66,71,70,71,69,67,66
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2010,3,62,53,64,63,63,60,56,50
영도구남항동,다,준공업,일반,신한아파트앞,2010,3,59,49,59,60,61,57,50,48
영도구남항동,다,준공업,일반,하나전기앞,2010,3,62,52,63,60,62,63,54,51
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2010,4,61,57,60,61,61,62,59,56
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2010,4,65,59,66,65,66,65,61,57
중구대청공원내,가,녹지,도로,방범초소앞,2010,4,64,59,64,63,65,64,60,58
중구대청공원내,가,녹지,도로,시민헌장앞,2010,4,61,55,63,61,62,60,57,54
중구대청공원내,가,녹지,일반,도서관앞,2010,4,49,46,49,50,48,49,47,46
중구대청공원내,가,녹지,일반,동상앞,2010,4,48,46,48,49,49,47,47,45
중구대청공원내,가,녹지,일반,충혼탑입구,2010,4,51,49,51,51,52,51,50,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2010,4,55,49,54,56,56,57,50,48
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2010,4,53,48,52,53,56,52,49,47
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2010,4,56,51,58,58,56,55,53,50
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2010,4,68,65,70,68,69,68,66,65
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2010,4,69,64,70,69,68,69,65,64
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2010,4,54,48,53,54,55,54,49,47
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2010,4,54,48,54,53,56,53,50,47
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2010,4,53,49,51,53,54,54,51,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2010,4,68,63,68,68,69,67,65,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2010,4,70,65,69,71,71,69,66,64
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2010,4,57,52,56,57,59,58,54,51
동래구사직2동,나,일반주거2,일반,사직주공안,2010,4,50,48,51,51,51,50,49,48
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2010,4,57,51,55,57,57,59,52,51
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2010,4,69,67,69,70,71,69,68,66
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2010,4,68,66,68,67,68,69,67,65
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2010,4,52,50,52,53,52,53,51,49
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2010,4,61,56,61,60,62,61,59,53
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2010,4,51,49,51,52,53,51,50,48
해운대구중1동,다,상업,도로,메리어트호텔 우,2010,4,67,66,67,68,68,68,67,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2010,4,67,65,68,67,67,67,66,65
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2010,4,52,49,51,54,53,51,50,49
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2010,4,60,59,61,60,59,62,60,58
해운대구중1동,다,상업,일반,파라다이스호텔입구,2010,4,61,57,62,63,61,61,59,56
영도구남항동,다,준공업,도로,남항새마을금고,2010,4,69,65,68,69,70,70,66,65
영도구남항동,다,준공업,도로,카이스트안경앞,2010,4,70,66,70,70,71,69,67,65
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2010,4,63,51,63,64,64,62,54,49
영도구남항동,다,준공업,일반,신한아파트앞,2010,4,57,50,59,57,58,54,51,49
영도구남항동,다,준공업,일반,하나전기앞,2010,4,62,52,64,60,63,61,55,50
중구대청공원내,가,녹지,일반,도서관앞,2010,1,52,45,52,53,52,52,46,45
중구대청공원내,가,녹지,일반,동상앞,2010,1,50,46,51,50,51,50,47,45
중구대청공원내,가,녹지,일반,충혼탑입구,2010,1,52,49,51,52,54,53,50,49
부산진구개금2동백병원주변,가,종합병원,도로,개금2동새마을금고앞,2010,1,60,56,60,61,61,61,59,54
부산진구개금2동백병원주변,가,종합병원,도로,주원초등학교옆,2010,1,65,58,65,66,65,66,61,56
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2010,1,56,48,56,56,57,55,49,47
부산진구개금2동백병원주변,가,종합병원,일반,고원아파트1동107,2010,1,54,48,53,55,56,53,49,47
부산진구개금2동백병원주변,가,종합병원,일반,하성약국앞,2010,1,57,50,57,57,57,57,51,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2010,1,69,64,70,69,69,68,66,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2010,1,68,64,69,68,68,69,66,63
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2010,1,54,49,54,53,54,55,50,49
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2010,1,54,50,54,55,56,53,51,50
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2010,1,53,50,52,54,55,53,51,49
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2010,1,68,64,69,68,66,69,65,64
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2010,1,56,52,57,58,58,51,53,51
동래구사직2동,나,일반주거2,일반,사직주공안,2010,1,52,48,50,51,52,56,49,47
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2010,1,56,51,56,56,57,57,52,50
중구대청공원내,나,일반주거2,도로,종로엠스쿨앞,2010,1,69,64,69,69,69,69,65,64
북구덕천1동,나,일반주거3,도로,13동시영APT입구,2010,1,70,66,70,71,70,71,68,65
북구덕천1동,나,일반주거3,도로,1동시영APT입구,2010,1,69,66,69,69,70,69,67,65
북구덕천1동,나,일반주거3,일반,14동시영APT뒤,2010,1,54,50,53,54,54,55,50,50
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2010,1,57,51,58,57,58,57,52,50
북구덕천1동,나,일반주거3,일반,시영A5동5-6라인,2010,1,52,49,52,53,53,52,50,49
해운대구중1동,다,상업,도로,메리어트호텔우,2010,1,68,66,68,68,68,69,67,66
해운대구중1동,다,상업,도로,메리어트호텔좌,2010,1,68,67,68,69,68,69,67,67
해운대구중1동,다,상업,일반,메리어트호텔뒤,2010,1,55,52,55,56,56,55,53,52
해운대구중1동,다,상업,일반,파라다이스호텔옆,2010,1,62,56,61,64,61,62,57,55
해운대구중1동,다,상업,일반,파라다이스호텔입구,2010,1,60,55,60,62,60,61,56,54
영도구남항동,다,준공업,도로,남항새마을금고,2010,1,69,66,69,69,70,69,67,65
영도구남항동,다,준공업,도로,카이스트안경원앞,2010,1,70,66,70,70,71,70,67,66
영도구남항동,다,준공업,일반,(주)태림오릭스옆,2010,1,61,50,63,62,61,60,51,49
영도구남항동,다,준공업,일반,신한아파트앞,2010,1,58,49,60,58,59,56,50,48
영도구남항동,다,준공업,일반,하나전기앞,2010,1,62,51,62,63,64,61,53,50
중구대청공원내,가,녹지,도로,방범초소 앞,2010,2,64,60,65,64,66,64,61,59
중구대청공원내,가,녹지,도로,시민헌장앞,2010,2,60,56,62,61,60,60,57,55
중구대청공원내,가,녹지,일반,도서관앞,2010,2,51,47,52,51,52,50,49,45
중구대청공원내,가,녹지,일반,동상앞,2010,2,50,46,51,50,51,49,48,45
중구대청공원내,가,녹지,일반,충혼탑입구,2010,2,51,49,50,52,53,51,50,48
부산진구개금2동백병원주변,가,종합병원,도로,개금2동새마을금고앞,2010,2,60,57,61,60,61,61,58,56
부산진구개금2동백병원주변,가,종합병원,도로,주원초등학교옆,2010,2,65,60,67,65,66,65,61,59
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2010,2,55,48,57,54,57,54,49,47
부산진구개금2동백병원주변,가,종합병원,일반,고원아파트1동107,2010,2,53,48,52,54,55,52,50,47
부산진구개금2동백병원주변,가,종합병원,일반,하성약국앞,2010,2,56,50,57,56,57,56,51,50
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2010,2,68,65,70,69,68,68,66,64
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2010,2,68,64,69,69,68,69,65,63
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2010,2,54,49,55,54,54,53,50,48
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2010,2,55,49,54,56,57,54,50,49
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2010,2,54,49,53,55,56,54,51,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2010,2,68,63,68,68,69,68,64,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2010,2,69,65,69,71,70,69,66,64
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2010,2,57,53,57,58,57,57,54,52
동래구사직2동,나,일반주거2,일반,사직주공안,2010,2,54,53,53,54,56,56,55,51
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2010,2,57,51,55,57,58,59,52,51
북구덕천1동,나,일반주거3,도로,13동시영APT입구,2010,2,70,66,71,70,71,70,67,66
북구덕천1동,나,일반주거3,도로,1동시영APT입구,2010,2,69,65,70,69,69,68,66,65
북구덕천1동,나,일반주거3,일반,14동시영APT뒤,2010,2,53,49,52,53,55,53,51,48
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2010,2,59,53,61,59,60,58,56,51
북구덕천1동,나,일반주거3,일반,시영A5동5-6라인,2010,2,52,48,51,54,52,53,50,47
해운대구중1동,다,상업,도로,메리어트호텔우,2010,2,69,66,70,70,69,69,67,65
해운대구중1동,다,상업,도로,메리어트호텔좌,2010,2,68,65,68,68,69,68,66,65
해운대구중1동,다,상업,일반,메리어트호텔뒤,2010,2,55,52,54,56,55,55,53,51
해운대구중1동,다,상업,일반,파라다이스호텔옆,2010,2,61,57,60,62,61,62,59,55
해운대구중1동,다,상업,일반,파라다이스호텔입구,2010,2,61,55,61,63,60,60,57,54
영도구남항동,다,준공업,도로,남항새마을금고,2010,2,69,65,70,69,69,68,66,65
영도구남항동,다,준공업,도로,카이스트안경원앞,2010,2,70,66,71,69,70,70,67,66
영도구남항동,다,준공업,일반,(주)태림오릭스옆,2010,2,61,52,62,62,63,59,54,50
영도구남항동,다,준공업,일반,신한아파트앞,2010,2,59,50,59,60,61,57,51,49
영도구남항동,다,준공업,일반,하나전기앞,2010,2,62,52,61,62,62,63,54,51
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2010,3,61,56,62,61,61,61,59,54
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2010,3,66,59,67,64,67,66,61,58
중구대청공원내,가,녹지,도로,방범초소앞,2010,3,64,59,65,65,64,64,61,58
중구대청공원내,가,녹지,도로,시민헌장앞,2010,3,61,55,62,61,61,60,56,55
중구대청공원내,가,녹지,일반,도서관앞,2010,3,49,47,49,50,50,49,48,46
중구대청공원내,가,녹지,일반,동상앞,2010,3,49,46,49,48,50,49,47,45
중구대청공원내,가,녹지,일반,충혼탑입구,2010,3,52,49,51,53,53,52,50,49
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2010,3,56,48,56,55,57,56,50,47
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2010,3,53,49,51,55,52,54,51,48
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2010,3,56,50,56,56,57,55,52,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2010,3,69,65,70,69,69,68,66,64
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2010,3,68,64,69,69,68,69,65,64
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2010,3,54,48,54,54,56,55,50,47
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2010,3,55,49,54,55,58,54,50,48
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2010,3,54,50,52,55,56,54,52,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2010,3,68,62,67,69,67,69,64,61
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2010,3,69,64,69,69,69,69,66,62
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2010,3,56,51,59,55,56,57,52,51
동래구사직2동,나,일반주거2,일반,사직주공안,2010,3,51,48,51,52,51,51,50,47
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2010,3,56,52,57,54,56,58,55,50
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2010,3,69,67,67,71,70,70,67,67
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2010,3,68,67,68,69,68,69,68,67
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2010,3,53,50,54,53,54,53,51,49
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2010,3,60,55,60,61,60,60,59,52
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2010,3,52,49,51,53,53,51,51,48
해운대구중1동,다,상업,도로,메리어트호텔 우,2010,3,68,67,68,68,70,68,69,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2010,3,67,67,68,67,67,69,70,65
중구대청공원내,가,녹지,도로,방범초소 앞,2010,1,65,59,66,64,65,66,61,58
중구대청공원내,가,녹지,도로,시민헌장앞,2010,1,61,55,61,63,60,61,56,55
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2010,2,57,53,57,58,57,57,54,52
동래구사직2동,나,일반주거2,일반,사직주공안,2010,2,54,53,53,54,56,56,55,51
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2010,2,57,51,55,57,58,59,52,51
북구덕천1동,나,일반주거3,도로,13동시영APT입구,2010,2,70,66,71,70,71,70,67,66
북구덕천1동,나,일반주거3,도로,1동시영APT입구,2010,2,69,65,70,69,69,68,66,65
북구덕천1동,나,일반주거3,일반,14동시영APT뒤,2010,2,53,49,52,53,55,53,51,48
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2010,2,59,53,61,59,60,58,56,51
북구덕천1동,나,일반주거3,일반,시영A5동5-6라인,2010,2,52,48,51,54,52,53,50,47
해운대구중1동,다,상업,도로,메리어트호텔우,2010,2,69,66,70,70,69,69,67,65
해운대구중1동,다,상업,도로,메리어트호텔좌,2010,2,68,65,68,68,69,68,66,65
해운대구중1동,다,상업,일반,메리어트호텔뒤,2010,2,55,52,54,56,55,55,53,51
해운대구중1동,다,상업,일반,파라다이스호텔옆,2010,2,61,57,60,62,61,62,59,55
