항목,계,전,답,과수원,목장용지,임야,염전,대,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,하천,제방,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지,광천지,공장 용지,학교 용지,주유소 용지,창고 용지,철도 용지,수도 용지,체육 용지,종교 용지
해운대구 중1동,1453199.0,30386.5,42606.3,0.0,0.0,252512.25,0.0,694466.15,0.0,26569.85,11770.55,2311.05,0.0,242056.0,54452.0,20421.05,4134.0,11054.85,0.0,0.0,228.0,19300.6,4.0,0.0,10780.9,0.0,674.0,29395.95,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 중2동,1453199.0,30386.5,42606.3,0.0,0.0,252512.25,0.0,694466.15,0.0,26569.85,11770.55,2311.05,0.0,242056.0,54452.0,20421.05,4134.0,11054.85,0.0,0.0,228.0,19300.6,4.0,0.0,10780.9,0.0,674.0,29395.95,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 좌1동,2329345.175,99625.25,19949.075,1829.0,148.25,1279572.175,0.0,422259.775,0.0,54304.8,4500.025,246.275,0.0,161002.35,396.75,17519.8,0.0,24398.7,4933.825,0.0,2408.7,76678.4,4715.775,0.0,2522.125,0.0,2319.25,150014.45,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 좌2동,2329345.175,99625.25,19949.075,1829.0,148.25,1279572.175,0.0,422259.775,0.0,54304.8,4500.025,246.275,0.0,161002.35,396.75,17519.8,0.0,24398.7,4933.825,0.0,2408.7,76678.4,4715.775,0.0,2522.125,0.0,2319.25,150014.45,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 좌3동,2329345.175,99625.25,19949.075,1829.0,148.25,1279572.175,0.0,422259.775,0.0,54304.8,4500.025,246.275,0.0,161002.35,396.75,17519.8,0.0,24398.7,4933.825,0.0,2408.7,76678.4,4715.775,0.0,2522.125,0.0,2319.25,150014.45,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 좌4동,2329345.175,99625.25,19949.075,1829.0,148.25,1279572.175,0.0,422259.775,0.0,54304.8,4500.025,246.275,0.0,161002.35,396.75,17519.8,0.0,24398.7,4933.825,0.0,2408.7,76678.4,4715.775,0.0,2522.125,0.0,2319.25,150014.45,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 송정동,4157807.4,59290.0,95911.0,0.0,0.0,2428271.1,0.0,552629.8,6824.9,19223.4,2526.3,12678.3,15257.1,409027.4,72857.9,51616.7,2154.0,61398.8,0.0,0.0,0.0,11289.0,0.0,0.0,8294.2,0.0,4380.0,344177.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반여1동,2113695.25,6295.75,38291.775,0.0,0.0,988676.75,0.0,403960.2,58092.0,45570.575,11573.2,1528.5,2069.75,146562.5,2299.0,67453.0,0.0,39850.825,439.25,0.0,2594.75,24159.675,0.0,0.0,6687.75,0.0,1555.25,266034.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반여2동,2113695.25,6295.75,38291.775,0.0,0.0,988676.75,0.0,403960.2,58092.0,45570.575,11573.2,1528.5,2069.75,146562.5,2299.0,67453.0,0.0,39850.825,439.25,0.0,2594.75,24159.675,0.0,0.0,6687.75,0.0,1555.25,266034.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반여3동,2113695.25,6295.75,38291.775,0.0,0.0,988676.75,0.0,403960.2,58092.0,45570.575,11573.2,1528.5,2069.75,146562.5,2299.0,67453.0,0.0,39850.825,439.25,0.0,2594.75,24159.675,0.0,0.0,6687.75,0.0,1555.25,266034.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반여4동,2113695.25,6295.75,38291.775,0.0,0.0,988676.75,0.0,403960.2,58092.0,45570.575,11573.2,1528.5,2069.75,146562.5,2299.0,67453.0,0.0,39850.825,439.25,0.0,2594.75,24159.675,0.0,0.0,6687.75,0.0,1555.25,266034.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반송1동,7365594.6,123994.0,279803.5,0.0,0.0,4784083.95,0.0,504004.0,74816.0,118885.15,14548.6,4658.5,395.0,329189.9,11114.5,192157.8,0.0,66582.5,0.0,0.0,4014.55,34320.899999999994,0.0,0.0,12915.0,1039.25,6853.5,794085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 반송2동,3990645.9,61503.0,65376.5,0.0,0.0,2889094.95,0.0,414424.5,547.5,118885.15,13705.0,2386.5,99.0,155922.2,2305.5,27872.5,0.0,46936.5,0.0,0.0,4014.55,14175.8,0.0,0.0,12915.0,1039.25,2030.5,157412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 재송1동,2139281.95,9416.85,25865.15,0.0,0.0,811493.65,0.0,655127.8,11286.0,60528.15,7808.0,2994.55,24633.2,277595.5,21599.5,127719.5,804.0,36377.9,0.0,0.0,182.15,12734.85,574.0,0.0,10641.25,0.0,729.0,41170.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 재송2동,2139281.95,9416.85,25865.15,0.0,0.0,811493.65,0.0,655127.8,11286.0,60528.15,7808.0,2994.55,24633.2,277595.5,21599.5,127719.5,804.0,36377.9,0.0,0.0,182.15,12734.85,574.0,0.0,10641.25,0.0,729.0,41170.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
